File,Label,LapVariance
COCO_train2014_000000000064_Box_3.jpg,Box_3,172.437867463876
COCO_train2014_000000000110_Box_3.jpg,Box_3,185.495485799701
COCO_train2014_000000000113_Box_3.jpg,Box_3,187.442590931739
COCO_train2014_000000000127_Box_3.jpg,Box_3,243.297857498754
COCO_train2014_000000000584_Box_3.jpg,Box_3,153.742182361734
COCO_train2014_000000000716_Box_3.jpg,Box_3,39.3747085201794
COCO_train2014_000000000790_Box_3.jpg,Box_3,96.8280219232686
COCO_train2014_000000000882_Box_3.jpg,Box_3,170.343597409068
COCO_train2014_000000001053_Box_3.jpg,Box_3,184.679023418037
COCO_train2014_000000001216_Box_3.jpg,Box_3,168.243069257598
COCO_train2014_000000001238_Box_3.jpg,Box_3,108.105789735924
COCO_train2014_000000001298_Box_3.jpg,Box_3,157.936342800199
COCO_train2014_000000001401_Box_3.jpg,Box_3,305.074678624813
COCO_train2014_000000001408_Box_3.jpg,Box_3,83.638226208271
COCO_train2014_000000001453_Box_3.jpg,Box_3,143.852037867464
COCO_train2014_000000001637_Box_3.jpg,Box_3,77.882331838565
COCO_train2014_000000001712_Box_3.jpg,Box_3,224.262202291978
COCO_train2014_000000001837_Box_3.jpg,Box_3,234.515156950673
COCO_train2014_000000001911_Box_3.jpg,Box_3,132.33235675137
COCO_train2014_000000002068_Box_3.jpg,Box_3,147.660946686597
COCO_train2014_000000002083_Box_3.jpg,Box_3,208.063178873941
COCO_train2014_000000002106_Box_3.jpg,Box_3,165.049247633283
COCO_train2014_000000002211_Box_3.jpg,Box_3,138.947523667165
COCO_train2014_000000002575_Box_3.jpg,Box_3,84.7973293472845
COCO_train2014_000000002833_Box_3.jpg,Box_3,128.633662182362
COCO_train2014_000000002842_Box_3.jpg,Box_3,263.995894369706
COCO_train2014_000000002849_Box_3.jpg,Box_3,190.434479322372
COCO_train2014_000000002963_Box_3.jpg,Box_3,95.7977877428999
COCO_train2014_000000003077_Box_3.jpg,Box_3,345.291519681116
COCO_train2014_000000003321_Box_3.jpg,Box_3,156.975784753363
COCO_train2014_000000003461_Box_3.jpg,Box_3,323.454828101644
COCO_train2014_000000003737_Box_3.jpg,Box_3,179.516332835077
COCO_train2014_000000003982_Box_3.jpg,Box_3,90.8911609367215
COCO_train2014_000000004172_Box_3.jpg,Box_3,189.287732934728
COCO_train2014_000000004319_Box_3.jpg,Box_3,159.759960139512
COCO_train2014_000000004360_Box_3.jpg,Box_3,141.200398604883
COCO_train2014_000000004385_Box_3.jpg,Box_3,70.0099651220727
COCO_train2014_000000004424_Box_3.jpg,Box_3,205.448928749377
COCO_train2014_000000004608_Box_3.jpg,Box_3,53.4284005979073
